user_id,product_id,interaction_type,interaction_value
239,258,add_to_cart,0.5
239,177,add_to_cart,0.5
239,55,add_to_cart,0.5
239,423,add_to_cart,0.5
239,44,view,0.1
239,71,purchase,1.0
239,411,view,0.1
240,496,purchase,1.0
240,325,purchase,1.0
240,89,add_to_cart,0.5
240,93,add_to_cart,0.5
240,492,view,0.1
240,66,purchase,1.0
240,301,view,0.1
240,446,view,0.1
240,40,add_to_cart,0.5
240,209,add_to_cart,0.5
240,61,view,0.1
240,150,purchase,1.0
240,262,view,0.1
240,159,purchase,1.0
241,425,add_to_cart,0.5
241,215,add_to_cart,0.5
241,384,purchase,1.0
241,165,add_to_cart,0.5
241,304,purchase,1.0
241,497,purchase,1.0
241,438,add_to_cart,0.5
241,413,purchase,1.0
241,87,purchase,1.0
241,480,view,0.1
241,345,add_to_cart,0.5
241,463,purchase,1.0
241,127,view,0.1
241,52,add_to_cart,0.5
241,476,view,0.1
241,409,purchase,1.0
242,76,purchase,1.0
242,56,purchase,1.0
242,317,add_to_cart,0.5
242,232,purchase,1.0
242,29,add_to_cart,0.5
242,404,view,0.1
242,220,add_to_cart,0.5
242,419,purchase,1.0
242,292,view,0.1
242,315,view,0.1
242,32,add_to_cart,0.5
243,200,add_to_cart,0.5
243,39,view,0.1
243,352,view,0.1
243,106,add_to_cart,0.5
243,383,view,0.1
243,387,purchase,1.0
243,78,view,0.1
243,411,add_to_cart,0.5
243,224,add_to_cart,0.5
243,307,purchase,1.0
243,336,add_to_cart,0.5
243,125,purchase,1.0
243,97,purchase,1.0
243,61,view,0.1
243,272,purchase,1.0
243,79,view,0.1
243,180,purchase,1.0
243,458,purchase,1.0
244,329,add_to_cart,0.5
244,478,view,0.1
244,298,view,0.1
244,43,purchase,1.0
245,176,purchase,1.0
245,460,purchase,1.0
245,36,purchase,1.0
245,302,add_to_cart,0.5
245,430,add_to_cart,0.5
245,305,view,0.1
245,440,view,0.1
245,237,purchase,1.0
245,283,purchase,1.0
245,292,view,0.1
245,289,add_to_cart,0.5
245,157,add_to_cart,0.5
245,158,view,0.1
245,335,purchase,1.0
245,411,view,0.1
246,228,purchase,1.0
246,414,view,0.1
246,254,add_to_cart,0.5
246,214,purchase,1.0
246,240,view,0.1
246,19,add_to_cart,0.5
247,223,view,0.1
247,239,view,0.1
247,330,purchase,1.0
247,446,add_to_cart,0.5
247,29,purchase,1.0
247,120,purchase,1.0
247,293,view,0.1
247,107,purchase,1.0
247,333,view,0.1
247,423,view,0.1
248,179,purchase,1.0
248,100,view,0.1
248,109,purchase,1.0
248,94,purchase,1.0
248,149,view,0.1
248,184,view,0.1
248,119,purchase,1.0
248,397,purchase,1.0
248,341,purchase,1.0
248,391,purchase,1.0
248,110,purchase,1.0
248,142,purchase,1.0
248,468,view,0.1
248,41,purchase,1.0
249,429,purchase,1.0
249,465,add_to_cart,0.5
249,493,view,0.1
249,283,purchase,1.0
249,221,add_to_cart,0.5
249,479,view,0.1
249,89,view,0.1
249,29,view,0.1
249,60,purchase,1.0
249,73,add_to_cart,0.5
249,349,purchase,1.0
250,10,purchase,1.0
250,425,add_to_cart,0.5
250,289,view,0.1
250,328,purchase,1.0
250,422,add_to_cart,0.5
250,353,view,0.1
250,482,purchase,1.0
251,435,purchase,1.0
251,9,add_to_cart,0.5
251,22,purchase,1.0
251,3,add_to_cart,0.5
251,42,purchase,1.0
251,361,purchase,1.0
251,277,view,0.1
251,403,add_to_cart,0.5
252,267,view,0.1
252,57,view,0.1
253,98,purchase,1.0
253,476,add_to_cart,0.5
253,465,add_to_cart,0.5
253,445,view,0.1
253,386,view,0.1
253,273,purchase,1.0
253,425,purchase,1.0
253,493,add_to_cart,0.5
253,403,view,0.1
253,257,view,0.1
253,252,view,0.1
253,13,view,0.1
253,285,view,0.1
253,407,view,0.1
253,80,add_to_cart,0.5
253,292,view,0.1
253,5,view,0.1
253,233,purchase,1.0
254,461,purchase,1.0
254,344,view,0.1
254,85,add_to_cart,0.5
254,256,purchase,1.0
254,14,view,0.1
254,82,add_to_cart,0.5
254,425,purchase,1.0
254,303,purchase,1.0
254,434,view,0.1
254,163,view,0.1
254,263,add_to_cart,0.5
254,337,add_to_cart,0.5
254,342,view,0.1
254,171,view,0.1
254,76,add_to_cart,0.5
255,76,view,0.1
256,449,add_to_cart,0.5
256,362,view,0.1
256,83,add_to_cart,0.5
256,206,add_to_cart,0.5
256,131,add_to_cart,0.5
257,195,add_to_cart,0.5
257,42,view,0.1
257,339,add_to_cart,0.5
257,28,view,0.1
257,252,view,0.1
257,206,purchase,1.0
257,448,purchase,1.0
257,332,add_to_cart,0.5
257,374,view,0.1
257,267,purchase,1.0
257,274,add_to_cart,0.5
258,467,add_to_cart,0.5
258,86,view,0.1
258,257,purchase,1.0
258,358,view,0.1
258,167,purchase,1.0
258,450,purchase,1.0
258,452,purchase,1.0
258,348,add_to_cart,0.5
258,218,purchase,1.0
258,132,view,0.1
258,44,purchase,1.0
258,279,add_to_cart,0.5
258,110,purchase,1.0
258,80,purchase,1.0
258,334,view,0.1
258,30,add_to_cart,0.5
258,341,add_to_cart,0.5
259,25,purchase,1.0
259,157,add_to_cart,0.5
259,274,add_to_cart,0.5
259,411,add_to_cart,0.5
259,425,view,0.1
259,255,purchase,1.0
259,106,add_to_cart,0.5
259,466,add_to_cart,0.5
259,210,view,0.1
259,368,view,0.1
259,397,purchase,1.0
260,192,purchase,1.0
260,211,view,0.1
260,38,purchase,1.0
260,151,add_to_cart,0.5
260,6,view,0.1
260,136,view,0.1
261,472,purchase,1.0
261,44,purchase,1.0
261,206,purchase,1.0
261,336,view,0.1
261,118,view,0.1
261,105,purchase,1.0
261,134,view,0.1
262,171,view,0.1
262,252,purchase,1.0
262,247,purchase,1.0
263,62,add_to_cart,0.5
263,104,purchase,1.0
263,198,view,0.1
263,137,purchase,1.0
263,14,add_to_cart,0.5
264,199,add_to_cart,0.5
264,245,add_to_cart,0.5
264,193,view,0.1
264,363,add_to_cart,0.5
264,264,add_to_cart,0.5
264,46,purchase,1.0
264,256,view,0.1
264,155,view,0.1
264,421,add_to_cart,0.5
264,260,view,0.1
264,441,add_to_cart,0.5
264,26,purchase,1.0
264,289,purchase,1.0
264,78,purchase,1.0
264,474,purchase,1.0
264,160,purchase,1.0
264,194,view,0.1
264,11,purchase,1.0
264,466,add_to_cart,0.5
264,489,add_to_cart,0.5
265,69,purchase,1.0
265,220,view,0.1
265,243,add_to_cart,0.5
265,247,purchase,1.0
265,207,view,0.1
265,417,add_to_cart,0.5
265,396,purchase,1.0
265,293,add_to_cart,0.5
265,467,view,0.1
265,146,purchase,1.0
265,303,purchase,1.0
265,74,purchase,1.0
265,405,purchase,1.0
265,320,view,0.1
266,253,purchase,1.0
266,468,purchase,1.0
266,120,view,0.1
266,361,add_to_cart,0.5
266,481,add_to_cart,0.5
266,96,view,0.1
266,79,purchase,1.0
266,342,view,0.1
266,61,purchase,1.0
266,433,add_to_cart,0.5
266,410,purchase,1.0
266,22,purchase,1.0
266,420,purchase,1.0
266,271,view,0.1
267,54,purchase,1.0
267,338,add_to_cart,0.5
267,160,add_to_cart,0.5
267,281,view,0.1
267,295,purchase,1.0
268,243,view,0.1
268,361,view,0.1
268,142,purchase,1.0
268,290,purchase,1.0
268,224,view,0.1
268,203,purchase,1.0
268,179,view,0.1
268,254,purchase,1.0
268,245,add_to_cart,0.5
268,379,view,0.1
268,126,purchase,1.0
268,294,purchase,1.0
268,41,add_to_cart,0.5
268,151,view,0.1
268,103,view,0.1
268,9,view,0.1
268,426,view,0.1
268,149,add_to_cart,0.5
269,399,add_to_cart,0.5
269,137,add_to_cart,0.5
269,87,purchase,1.0
269,188,purchase,1.0
269,84,view,0.1
269,167,add_to_cart,0.5
269,380,purchase,1.0
269,219,view,0.1
269,488,view,0.1
270,430,add_to_cart,0.5
270,164,add_to_cart,0.5
270,82,add_to_cart,0.5
270,127,view,0.1
270,256,add_to_cart,0.5
270,492,purchase,1.0
270,146,view,0.1
270,354,purchase,1.0
270,40,purchase,1.0
270,220,purchase,1.0
270,32,add_to_cart,0.5
270,341,view,0.1
270,280,view,0.1
270,392,purchase,1.0
270,58,view,0.1
270,8,view,0.1
270,473,view,0.1
271,422,view,0.1
271,45,purchase,1.0
271,328,view,0.1
271,373,add_to_cart,0.5
271,304,view,0.1
271,31,add_to_cart,0.5
271,451,add_to_cart,0.5
271,482,view,0.1
271,271,add_to_cart,0.5
271,453,add_to_cart,0.5
272,421,purchase,1.0
272,417,add_to_cart,0.5
272,499,add_to_cart,0.5
272,68,view,0.1
272,373,purchase,1.0
272,115,view,0.1
272,415,view,0.1
272,476,add_to_cart,0.5
272,408,view,0.1
272,434,purchase,1.0
272,249,add_to_cart,0.5
272,105,purchase,1.0
272,168,purchase,1.0
272,245,purchase,1.0
272,461,add_to_cart,0.5
272,396,add_to_cart,0.5
272,383,purchase,1.0
272,398,view,0.1
272,291,add_to_cart,0.5
273,84,view,0.1
273,331,view,0.1
273,239,add_to_cart,0.5
273,315,view,0.1
273,95,purchase,1.0
273,336,purchase,1.0
273,470,purchase,1.0
273,128,purchase,1.0
273,494,add_to_cart,0.5
273,167,purchase,1.0
273,140,add_to_cart,0.5
273,344,add_to_cart,0.5
273,6,purchase,1.0
273,202,add_to_cart,0.5
274,490,add_to_cart,0.5
274,337,add_to_cart,0.5
274,67,add_to_cart,0.5
274,201,purchase,1.0
274,426,view,0.1
274,112,view,0.1
274,374,add_to_cart,0.5
274,144,purchase,1.0
274,161,purchase,1.0
275,413,add_to_cart,0.5
275,142,purchase,1.0
275,165,view,0.1
275,380,purchase,1.0
275,440,add_to_cart,0.5
275,393,add_to_cart,0.5
275,483,view,0.1
275,237,purchase,1.0
275,101,view,0.1
275,307,purchase,1.0
275,70,purchase,1.0
275,48,add_to_cart,0.5
275,424,purchase,1.0
275,26,view,0.1
275,382,view,0.1
276,500,add_to_cart,0.5
276,454,purchase,1.0
276,258,view,0.1
276,270,view,0.1
276,441,add_to_cart,0.5
276,136,purchase,1.0
276,439,add_to_cart,0.5
276,130,purchase,1.0
276,16,purchase,1.0
276,120,view,0.1
276,410,add_to_cart,0.5
276,448,add_to_cart,0.5
276,279,view,0.1
276,142,view,0.1
276,176,add_to_cart,0.5
276,175,view,0.1
276,53,view,0.1
276,89,purchase,1.0
277,264,purchase,1.0
277,315,purchase,1.0
277,80,view,0.1
277,138,purchase,1.0
277,258,add_to_cart,0.5
277,47,view,0.1
277,442,purchase,1.0
277,360,add_to_cart,0.5
277,414,add_to_cart,0.5
277,384,add_to_cart,0.5
277,326,purchase,1.0
277,468,view,0.1
278,266,view,0.1
278,219,purchase,1.0
278,443,add_to_cart,0.5
278,421,view,0.1
278,333,purchase,1.0
278,198,view,0.1
278,270,purchase,1.0
278,451,add_to_cart,0.5
278,72,view,0.1
278,485,purchase,1.0
278,412,view,0.1
278,238,add_to_cart,0.5
278,55,purchase,1.0
278,462,purchase,1.0
278,237,view,0.1
278,105,add_to_cart,0.5
278,278,view,0.1
278,427,purchase,1.0
278,156,add_to_cart,0.5
278,52,add_to_cart,0.5
279,144,purchase,1.0
279,488,view,0.1
279,244,add_to_cart,0.5
279,418,add_to_cart,0.5
279,189,purchase,1.0
279,398,view,0.1
279,272,add_to_cart,0.5
279,111,add_to_cart,0.5
279,474,purchase,1.0
279,390,add_to_cart,0.5
279,106,view,0.1
279,195,purchase,1.0
279,40,purchase,1.0
280,166,view,0.1
280,338,view,0.1
280,329,purchase,1.0
280,290,view,0.1
280,168,purchase,1.0
280,328,purchase,1.0
280,154,purchase,1.0
280,78,add_to_cart,0.5
280,360,purchase,1.0
280,221,view,0.1
280,437,purchase,1.0
280,37,view,0.1
280,86,add_to_cart,0.5
280,5,add_to_cart,0.5
280,118,view,0.1
280,77,add_to_cart,0.5
280,111,purchase,1.0
280,389,view,0.1
280,71,purchase,1.0
281,247,purchase,1.0
281,491,view,0.1
281,306,purchase,1.0
281,90,purchase,1.0
281,420,view,0.1
281,48,add_to_cart,0.5
281,174,add_to_cart,0.5
281,27,purchase,1.0
281,448,view,0.1
281,38,purchase,1.0
281,25,purchase,1.0
281,302,view,0.1
281,87,purchase,1.0
281,61,view,0.1
281,121,purchase,1.0
281,246,purchase,1.0
281,344,view,0.1
281,91,purchase,1.0
281,301,add_to_cart,0.5
281,335,view,0.1
282,265,view,0.1
282,401,view,0.1
282,409,purchase,1.0
282,351,view,0.1
282,121,view,0.1
282,353,view,0.1
282,396,add_to_cart,0.5
282,60,view,0.1
282,264,purchase,1.0
282,493,add_to_cart,0.5
282,294,view,0.1
282,203,add_to_cart,0.5
282,150,view,0.1
282,323,purchase,1.0
282,176,view,0.1
283,447,purchase,1.0
283,111,view,0.1
283,197,add_to_cart,0.5
283,326,add_to_cart,0.5
283,478,view,0.1
283,425,add_to_cart,0.5
284,385,purchase,1.0
284,142,purchase,1.0
284,212,purchase,1.0
284,178,view,0.1
284,386,add_to_cart,0.5
284,44,view,0.1
284,422,purchase,1.0
284,31,purchase,1.0
284,134,add_to_cart,0.5
284,250,add_to_cart,0.5
284,104,purchase,1.0
284,195,view,0.1
284,314,add_to_cart,0.5
284,426,view,0.1
284,283,purchase,1.0
285,94,purchase,1.0
285,42,view,0.1
285,178,purchase,1.0
285,23,purchase,1.0
285,341,purchase,1.0
285,498,add_to_cart,0.5
285,89,purchase,1.0
285,400,view,0.1
285,222,add_to_cart,0.5
285,286,purchase,1.0
285,309,purchase,1.0
285,484,add_to_cart,0.5
285,407,add_to_cart,0.5
286,170,view,0.1
286,440,add_to_cart,0.5
286,164,purchase,1.0
286,191,purchase,1.0
286,232,purchase,1.0
286,204,purchase,1.0
286,339,purchase,1.0
286,414,view,0.1
286,470,view,0.1
286,118,view,0.1
286,22,add_to_cart,0.5
286,482,add_to_cart,0.5
286,347,add_to_cart,0.5
286,325,view,0.1
286,469,purchase,1.0
286,145,add_to_cart,0.5
286,344,purchase,1.0
286,54,purchase,1.0
287,369,add_to_cart,0.5
287,327,purchase,1.0
287,280,view,0.1
287,103,purchase,1.0
287,198,view,0.1
287,197,purchase,1.0
287,93,add_to_cart,0.5
287,449,purchase,1.0
287,357,purchase,1.0
287,326,add_to_cart,0.5
288,314,add_to_cart,0.5
288,237,add_to_cart,0.5
288,371,view,0.1
288,129,add_to_cart,0.5
288,349,add_to_cart,0.5
288,288,purchase,1.0
288,78,add_to_cart,0.5
288,447,view,0.1
288,268,purchase,1.0
288,14,add_to_cart,0.5
288,442,purchase,1.0
288,181,add_to_cart,0.5
288,54,view,0.1
288,283,add_to_cart,0.5
289,403,view,0.1
289,110,purchase,1.0
289,200,view,0.1
289,154,purchase,1.0
289,88,view,0.1
289,431,view,0.1
289,78,view,0.1
289,109,add_to_cart,0.5
289,240,add_to_cart,0.5
289,309,purchase,1.0
289,302,view,0.1
289,360,view,0.1
289,459,add_to_cart,0.5
290,365,view,0.1
290,429,view,0.1
290,36,view,0.1
290,228,purchase,1.0
290,345,purchase,1.0
290,74,purchase,1.0
290,181,view,0.1
290,348,add_to_cart,0.5
290,342,purchase,1.0
291,321,purchase,1.0
291,171,purchase,1.0
291,341,purchase,1.0
291,397,view,0.1
291,348,purchase,1.0
292,36,add_to_cart,0.5
292,136,view,0.1
292,189,add_to_cart,0.5
292,154,view,0.1
292,196,purchase,1.0
292,343,add_to_cart,0.5
292,333,add_to_cart,0.5
292,309,purchase,1.0
292,138,purchase,1.0
292,457,view,0.1
292,166,add_to_cart,0.5
292,80,view,0.1
292,295,add_to_cart,0.5
292,213,purchase,1.0
293,111,add_to_cart,0.5
293,104,add_to_cart,0.5
293,201,purchase,1.0
293,386,add_to_cart,0.5
293,235,add_to_cart,0.5
293,182,add_to_cart,0.5
293,23,purchase,1.0
293,341,add_to_cart,0.5
293,277,purchase,1.0
293,284,purchase,1.0
293,469,purchase,1.0
293,362,view,0.1
293,165,add_to_cart,0.5
293,47,view,0.1
293,336,view,0.1
293,476,view,0.1
294,271,add_to_cart,0.5
294,249,add_to_cart,0.5
294,196,purchase,1.0
294,425,purchase,1.0
294,329,add_to_cart,0.5
294,89,view,0.1
294,351,view,0.1
294,429,add_to_cart,0.5
294,258,view,0.1
294,467,purchase,1.0
294,418,view,0.1
294,236,add_to_cart,0.5
295,345,view,0.1
295,384,add_to_cart,0.5
295,93,purchase,1.0
295,273,purchase,1.0
295,55,view,0.1
295,318,view,0.1
295,451,view,0.1
295,481,add_to_cart,0.5
295,439,view,0.1
295,138,view,0.1
296,80,view,0.1
296,381,view,0.1
296,393,add_to_cart,0.5
296,423,add_to_cart,0.5
296,4,view,0.1
296,272,purchase,1.0
296,367,view,0.1
296,205,purchase,1.0
296,472,add_to_cart,0.5
296,119,add_to_cart,0.5
296,60,view,0.1
296,21,view,0.1
296,283,purchase,1.0
296,417,view,0.1
296,331,view,0.1
296,204,view,0.1
296,375,purchase,1.0
296,29,purchase,1.0
296,463,purchase,1.0
296,494,view,0.1
297,206,purchase,1.0
297,217,view,0.1
297,332,purchase,1.0
297,293,view,0.1
297,242,add_to_cart,0.5
297,107,purchase,1.0
297,143,add_to_cart,0.5
297,93,purchase,1.0
297,339,add_to_cart,0.5
297,382,purchase,1.0
297,298,add_to_cart,0.5
297,333,view,0.1
297,6,add_to_cart,0.5
297,486,view,0.1
297,161,add_to_cart,0.5
297,428,add_to_cart,0.5
297,48,view,0.1
297,232,add_to_cart,0.5
297,197,purchase,1.0
298,287,add_to_cart,0.5
298,195,add_to_cart,0.5
298,189,view,0.1
298,171,purchase,1.0
298,473,add_to_cart,0.5
298,299,purchase,1.0
298,62,purchase,1.0
298,146,add_to_cart,0.5
298,271,add_to_cart,0.5
298,187,view,0.1
298,323,purchase,1.0
298,26,view,0.1
298,441,add_to_cart,0.5
298,143,purchase,1.0
299,277,add_to_cart,0.5
299,412,view,0.1
299,408,view,0.1
299,347,view,0.1
299,368,view,0.1
299,99,add_to_cart,0.5
299,72,purchase,1.0
299,5,view,0.1
299,364,purchase,1.0
299,61,add_to_cart,0.5
299,483,view,0.1
299,344,purchase,1.0
299,193,purchase,1.0
299,385,purchase,1.0
299,460,add_to_cart,0.5
299,328,add_to_cart,0.5
300,138,add_to_cart,0.5
300,6,view,0.1
300,221,view,0.1
300,313,view,0.1
300,409,purchase,1.0
300,339,view,0.1
300,263,purchase,1.0
300,256,add_to_cart,0.5
300,314,add_to_cart,0.5
300,9,add_to_cart,0.5
300,216,purchase,1.0
300,408,purchase,1.0
300,106,add_to_cart,0.5
300,394,purchase,1.0
301,187,add_to_cart,0.5
301,32,view,0.1
301,163,add_to_cart,0.5
301,258,view,0.1
302,77,view,0.1
303,175,add_to_cart,0.5
303,49,add_to_cart,0.5
304,96,add_to_cart,0.5
304,168,view,0.1
304,210,add_to_cart,0.5
304,142,add_to_cart,0.5
304,235,view,0.1
305,20,add_to_cart,0.5
305,457,view,0.1
305,84,view,0.1
305,403,purchase,1.0
305,437,add_to_cart,0.5
305,40,add_to_cart,0.5
305,71,view,0.1
305,394,purchase,1.0
305,87,purchase,1.0
305,135,view,0.1
305,51,purchase,1.0
306,290,view,0.1
306,347,purchase,1.0
306,266,purchase,1.0
306,41,add_to_cart,0.5
306,468,add_to_cart,0.5
306,187,purchase,1.0
306,109,purchase,1.0
306,153,add_to_cart,0.5
306,493,add_to_cart,0.5
306,87,view,0.1
306,414,purchase,1.0
306,405,add_to_cart,0.5
306,126,view,0.1
306,435,add_to_cart,0.5
306,399,purchase,1.0
306,498,purchase,1.0
306,329,purchase,1.0
307,70,purchase,1.0
307,31,purchase,1.0
307,197,add_to_cart,0.5
307,307,add_to_cart,0.5
307,314,purchase,1.0
307,352,purchase,1.0
308,366,purchase,1.0
308,433,view,0.1
308,466,view,0.1
308,407,view,0.1
308,411,view,0.1
308,477,purchase,1.0
308,328,add_to_cart,0.5
308,274,add_to_cart,0.5
308,452,add_to_cart,0.5
308,193,view,0.1
309,492,purchase,1.0
309,125,purchase,1.0
309,192,add_to_cart,0.5
309,280,add_to_cart,0.5
309,187,add_to_cart,0.5
309,303,add_to_cart,0.5
309,28,purchase,1.0
309,292,add_to_cart,0.5
309,205,purchase,1.0
309,194,purchase,1.0
309,256,add_to_cart,0.5
309,344,view,0.1
309,77,add_to_cart,0.5
310,204,purchase,1.0
310,429,add_to_cart,0.5
310,447,add_to_cart,0.5
310,316,view,0.1
310,268,purchase,1.0
310,131,add_to_cart,0.5
310,395,purchase,1.0
311,266,add_to_cart,0.5
311,328,purchase,1.0
311,127,purchase,1.0
311,397,purchase,1.0
311,104,purchase,1.0
311,241,view,0.1
311,257,purchase,1.0
311,117,add_to_cart,0.5
311,239,add_to_cart,0.5
311,50,add_to_cart,0.5
311,444,purchase,1.0
311,106,add_to_cart,0.5
311,393,purchase,1.0
311,41,view,0.1
311,138,view,0.1
311,418,purchase,1.0
311,475,view,0.1
311,415,view,0.1
311,47,purchase,1.0
311,184,view,0.1
312,414,purchase,1.0
312,108,view,0.1
312,70,view,0.1
312,250,view,0.1
312,494,purchase,1.0
312,473,purchase,1.0
312,262,add_to_cart,0.5
312,169,add_to_cart,0.5
312,21,add_to_cart,0.5
312,419,add_to_cart,0.5
312,257,add_to_cart,0.5
312,210,view,0.1
312,322,add_to_cart,0.5
312,153,purchase,1.0
312,357,view,0.1
313,104,add_to_cart,0.5
313,475,add_to_cart,0.5
313,460,view,0.1
313,433,view,0.1
313,295,view,0.1
313,425,view,0.1
313,49,purchase,1.0
313,366,add_to_cart,0.5
313,353,view,0.1
313,480,view,0.1
313,29,view,0.1
313,208,purchase,1.0
313,41,view,0.1
313,198,purchase,1.0
313,227,add_to_cart,0.5
313,252,add_to_cart,0.5
313,486,add_to_cart,0.5
313,34,view,0.1
313,423,add_to_cart,0.5
314,405,add_to_cart,0.5
314,332,add_to_cart,0.5
314,461,view,0.1
314,111,view,0.1
314,480,add_to_cart,0.5
314,99,purchase,1.0
314,257,view,0.1
314,374,view,0.1
314,200,add_to_cart,0.5
314,356,view,0.1
314,235,purchase,1.0
314,180,purchase,1.0
314,323,add_to_cart,0.5
314,363,view,0.1
314,195,purchase,1.0
314,451,add_to_cart,0.5
315,62,add_to_cart,0.5
315,271,purchase,1.0
316,165,add_to_cart,0.5
316,122,view,0.1
317,342,purchase,1.0
317,231,add_to_cart,0.5
317,200,view,0.1
317,63,purchase,1.0
317,82,add_to_cart,0.5
317,44,add_to_cart,0.5
317,2,view,0.1
317,233,add_to_cart,0.5
317,376,view,0.1
317,417,add_to_cart,0.5
317,167,purchase,1.0
318,121,add_to_cart,0.5
318,341,add_to_cart,0.5
318,110,view,0.1
318,394,purchase,1.0
318,104,add_to_cart,0.5
318,332,view,0.1
318,283,add_to_cart,0.5
318,381,purchase,1.0
318,336,purchase,1.0
318,255,add_to_cart,0.5
318,351,view,0.1
318,36,add_to_cart,0.5
319,36,purchase,1.0
319,234,view,0.1
319,408,view,0.1
319,407,purchase,1.0
319,236,add_to_cart,0.5
319,268,add_to_cart,0.5
319,171,add_to_cart,0.5
320,21,purchase,1.0
320,249,purchase,1.0
320,420,add_to_cart,0.5
320,411,add_to_cart,0.5
320,187,add_to_cart,0.5
320,118,add_to_cart,0.5
320,401,view,0.1
321,255,add_to_cart,0.5
321,200,purchase,1.0
321,451,add_to_cart,0.5
321,270,view,0.1
321,20,view,0.1
321,439,view,0.1
321,277,purchase,1.0
321,197,add_to_cart,0.5
322,191,add_to_cart,0.5
322,221,purchase,1.0
323,107,add_to_cart,0.5
323,94,add_to_cart,0.5
323,66,add_to_cart,0.5
323,2,view,0.1
323,413,purchase,1.0
323,116,purchase,1.0
323,71,add_to_cart,0.5
323,479,purchase,1.0
323,407,add_to_cart,0.5
323,305,view,0.1
323,286,add_to_cart,0.5
323,133,view,0.1
323,113,view,0.1
323,420,view,0.1
323,17,add_to_cart,0.5
323,463,add_to_cart,0.5
323,276,purchase,1.0
323,182,purchase,1.0
323,338,add_to_cart,0.5
323,368,add_to_cart,0.5
324,18,view,0.1
324,174,add_to_cart,0.5
324,382,add_to_cart,0.5
324,192,view,0.1
324,428,view,0.1
324,155,add_to_cart,0.5
324,301,add_to_cart,0.5
324,402,add_to_cart,0.5
324,80,add_to_cart,0.5
324,250,view,0.1
324,302,purchase,1.0
324,351,purchase,1.0
324,440,view,0.1
324,220,purchase,1.0
324,126,view,0.1
324,145,view,0.1
324,322,add_to_cart,0.5
325,103,add_to_cart,0.5
325,315,add_to_cart,0.5
325,450,add_to_cart,0.5
325,372,add_to_cart,0.5
325,446,add_to_cart,0.5
325,114,add_to_cart,0.5
325,451,view,0.1
325,462,view,0.1
325,250,purchase,1.0
325,35,view,0.1
325,364,add_to_cart,0.5
325,68,purchase,1.0
325,279,purchase,1.0
325,337,view,0.1
325,355,add_to_cart,0.5
326,95,view,0.1
326,304,view,0.1
326,143,add_to_cart,0.5
326,366,purchase,1.0
326,285,purchase,1.0
326,103,add_to_cart,0.5
326,199,view,0.1
326,165,purchase,1.0
326,123,purchase,1.0
327,279,add_to_cart,0.5
327,282,view,0.1
327,419,view,0.1
327,443,purchase,1.0
327,395,purchase,1.0
327,441,purchase,1.0
327,378,view,0.1
327,98,view,0.1
327,222,add_to_cart,0.5
327,225,add_to_cart,0.5
327,46,add_to_cart,0.5
327,175,view,0.1
327,431,add_to_cart,0.5
327,451,add_to_cart,0.5
327,90,add_to_cart,0.5
327,460,view,0.1
327,401,add_to_cart,0.5
327,286,add_to_cart,0.5
327,487,purchase,1.0
327,165,add_to_cart,0.5
328,263,purchase,1.0
328,448,purchase,1.0
328,77,add_to_cart,0.5
328,286,view,0.1
329,363,add_to_cart,0.5
329,260,view,0.1
329,358,view,0.1
329,188,add_to_cart,0.5
329,293,view,0.1
329,42,view,0.1
329,92,add_to_cart,0.5
329,89,purchase,1.0
329,487,add_to_cart,0.5
329,100,view,0.1
329,263,add_to_cart,0.5
329,136,add_to_cart,0.5
329,304,purchase,1.0
330,357,view,0.1
331,257,purchase,1.0
331,404,add_to_cart,0.5
331,72,add_to_cart,0.5
331,6,add_to_cart,0.5
331,36,purchase,1.0
331,297,add_to_cart,0.5
331,334,add_to_cart,0.5
331,449,view,0.1
331,18,purchase,1.0
331,295,view,0.1
331,244,purchase,1.0
331,414,purchase,1.0
331,319,add_to_cart,0.5
332,319,purchase,1.0
332,91,purchase,1.0
332,136,purchase,1.0
332,68,view,0.1
332,153,add_to_cart,0.5
332,307,purchase,1.0
332,318,view,0.1
333,104,purchase,1.0
333,393,view,0.1
333,87,add_to_cart,0.5
333,217,purchase,1.0
333,192,add_to_cart,0.5
333,138,view,0.1
333,254,purchase,1.0
333,373,add_to_cart,0.5
333,439,view,0.1
333,128,add_to_cart,0.5
333,351,add_to_cart,0.5
333,251,add_to_cart,0.5
333,281,purchase,1.0
333,20,purchase,1.0
333,22,add_to_cart,0.5
334,77,view,0.1
334,54,view,0.1
334,332,purchase,1.0
334,99,view,0.1
334,363,add_to_cart,0.5
334,334,view,0.1
334,32,purchase,1.0
334,374,purchase,1.0
334,86,view,0.1
334,319,view,0.1
334,171,add_to_cart,0.5
334,461,view,0.1
334,165,add_to_cart,0.5
334,233,purchase,1.0
334,392,purchase,1.0
334,179,purchase,1.0
334,337,add_to_cart,0.5
335,324,purchase,1.0
335,205,purchase,1.0
335,442,purchase,1.0
335,66,add_to_cart,0.5
335,443,add_to_cart,0.5
335,67,add_to_cart,0.5
335,401,purchase,1.0
335,27,purchase,1.0
335,492,add_to_cart,0.5
335,210,purchase,1.0
336,58,purchase,1.0
336,13,view,0.1
336,219,purchase,1.0
336,86,add_to_cart,0.5
336,67,add_to_cart,0.5
336,98,add_to_cart,0.5
336,142,add_to_cart,0.5
337,316,add_to_cart,0.5
337,403,add_to_cart,0.5
337,258,purchase,1.0
